eventid,gname
201411190063,Maoists
201411190068,Ansar al-Sharia (Libya)
201411200004,Revolutionary Armed Forces of Colombia (FARC)
201411200005,Ajnad Misr
201411200010,United Baloch Army (UBA)
201411200011,Bangsamoro Islamic Freedom Movement (BIFM)
201411200012,Allied Democratic Forces (ADF)
201411200013,Allied Democratic Forces (ADF)
201411200014,Islamic State of Iraq and the Levant (ISIL)
201411200017,Islamic State of Iraq and the Levant (ISIL)
201411200023,Islamic State of Iraq and the Levant (ISIL)
201411200029,Taliban
201411200034,United Liberation Front of Assam (ULFA)
201411200037,Maoists
201411200039,Al-Nusrah Front
201411200040,United Liberation Front of Assam (ULFA)
201411200045,Maoists
201411200048,Dissident Republicans
201411200049,New People's Army (NPA)
201411210002,Jundallah (Pakistan)
201411210002,Jamaat-ul-Ahrar
201411210003,Baloch Republican Army (BRA)
201411210005,Free Balochistan Army (FBA)
201411210010,Islamic State of Iraq and the Levant (ISIL)
201411210011,Boko Haram
201411210012,Fulani extremists
201411210016,Islamic State of Iraq and the Levant (ISIL)
201411210023,Houthi extremists (Ansar Allah)
201411210038,Maoists
201411210044,Communist Party of India - Maoist (CPI-Maoist)
201411210045,Al-Shabaab
201411220001,Revolutionary Armed Forces of Colombia (FARC)
201411220002,Al-Shabaab
201411220006,Islamic State of Iraq and the Levant (ISIL)
201411220010,Islamic State of Iraq and the Levant (ISIL)
201411220011,Islamic State of Iraq and the Levant (ISIL)
201411220012,Taliban
201411220014,Fulani extremists
201411220016,New People's Army (NPA)
201411220027,Taliban
201411220029,Muslim extremists
201411220030,Muslim extremists
201411220031,Achik National Volunteer Council-B (ANVC-B)
201411220033,Muslim Brotherhood
201411220034,Taliban
201411220035,Sinai Province of the Islamic State
201411220038,Janjaweed
201411220043,National Liberation Front of Tripura (NLFT)
201411220070,Supporters of the Islamic State in the Land of the Two Holy Mosques
201411230001,Sinai Province of the Islamic State
201411230007,Bangsamoro Islamic Freedom Movement (BIFM)
201411230009,Haqqani Network
201411230009,Taliban
201411230018,Tehrik-i-Taliban Pakistan (TTP)
201411230022,Islamic State of Iraq and the Levant (ISIL)
201411230032,Islamic State of Iraq and the Levant (ISIL)
201411230035,Al-Shabaab
201411230036,Al-Shabaab
201411230041,New People's Army (NPA)
201411230044,United Liberation Front of Assam (ULFA)
201411230054,Al-Nusrah Front
201411230055,Al-Nusrah Front
201411230057,Houthi extremists (Ansar Allah)
201411230058,Israeli settlers
201411230072,United Aryan Empire
201411240001,Jamaat-ul-Ahrar
201411240009,Taliban
201411240013,Taliban
201411240016,Boko Haram
201411240017,Boko Haram
201411240018,Boko Haram
201411240019,Al-Shabaab
201411240020,Al-Shabaab
201411240041,Maoists
201411240071,Al-Shabaab
201411250001,Separatists
201411250004,Revolutionary Armed Forces of Colombia (FARC)
201411250005,Revolutionary Armed Forces of Colombia (FARC)
201411250010,Tribesmen
201411250011,Islamic State of Iraq and the Levant (ISIL)
201411250014,Tehrik-i-Taliban Pakistan (TTP)
201411250015,Boko Haram
201411250016,Boko Haram
201411250021,Al-Shabaab
201411250024,Al-Qaida in the Arabian Peninsula (AQAP)
201411250025,Al-Faruq Militia
201411250026,Houthi extremists (Ansar Allah)
201411250036,Taliban
201411250038,Islamic State of Iraq and the Levant (ISIL)
201411250048,Luhansk People's Republic
201411250074,Earth Liberation Front (ELF)
201411250074,Informal Anarchist Federation
201411260001,Sinai Province of the Islamic State
201411260002,Tehrik-i-Taliban Pakistan (TTP)
201411260002,Jundallah (Pakistan)
201411260004,Taliban
201411260014,Islamic State of Iraq and the Levant (ISIL)
201411260016,Islamic State of Iraq and the Levant (ISIL)
201411260018,Tribesmen
201411260024,Islamic State of Iraq and the Levant (ISIL)
201411260025,Houthi extremists (Ansar Allah)
201411260052,Luhansk People's Republic
201411260053,Luhansk People's Republic
201411260054,Luhansk People's Republic
201411260055,Israeli settlers
201411260057,Al-Nusrah Front
201411260062,Yekbun
201411260063,National Liberation Army of Colombia (ELN)
201411260066,Muslim extremists
201411260069,Abu Obaida bin Jarrah Brigade
201411270001,Lashkar-e-Taiba (LeT)
201411270003,Taliban
201411270004,Taliban
201411270005,National Liberation Army of Colombia (ELN)
201411270005,Revolutionary Armed Forces of Colombia (FARC)
201411270006,Revolutionary Armed Forces of Colombia (FARC)
201411270012,Boko Haram
201411270016,Boko Haram
201411270031,Islamic State of Iraq and the Levant (ISIL)
201411270031,Al-Naqshabandiya Army
201411270036,New People's Army (NPA)
201411270037,Free Syrian Army
201411270060,Luhansk People's Republic
201411270061,Donetsk People's Republic
201411270065,United Liberation Front of Assam (ULFA)
201411270066,United Liberation Front of Assam (ULFA)
201411270067,Maoists
201411280006,Islamic State of Iraq and the Levant (ISIL)
201411280009,Military Council of the Tribal Revolutionaries (MCTR)
201411280011,Taliban
201411280012,Boko Haram
201411280013,Boko Haram
201411280015,Baloch Republican Army (BRA)
201411280018,Anti-Government extremists
201411280019,Anti-Government extremists
201411280020,Anti-Government extremists
201411280022,Houthi extremists (Ansar Allah)
201411280037,Sinai Province of the Islamic State
201411280039,Taliban
201411280043,Islamic State of Iraq and the Levant (ISIL)
201411280059,Donetsk People's Republic
201411280077,National Liberation Army of Colombia (ELN)
201411290004,Islamic State of Iraq and the Levant (ISIL)
201411290004,Al-Naqshabandiya Army
201411290005,Islamic State of Iraq and the Levant (ISIL)
201411290006,Islamic State of Iraq and the Levant (ISIL)
201411290012,Al-Shabaab
201411290013,Boko Haram
201411290015,Taliban
201411290017,Houthi extremists (Ansar Allah)
201411290023,Al-Shabaab
201411290035,Taliban
201411290049,Islamic State of Iraq and the Levant (ISIL)
201411290050,Islamic State of Iraq and the Levant (ISIL)
201411290051,Tribesmen
201411300003,Islamic State of Iraq and the Levant (ISIL)
201411300004,Islamic State of Iraq and the Levant (ISIL)
201411300005,Al-Shabaab
201411300006,Boko Haram
201411300006,Odua Peoples' Congress (OPC)
201411300007,New People's Army (NPA)
201411300009,New People's Army (NPA)
201411300015,Al-Shabaab
201411300016,Okba Ibn Nafaa Brigade
201411300019,Taliban
201411300021,Lashkar-e-Taiba (LeT)
201411300022,Maoists
201411300024,Garo National Liberation Army
201411300025,Lehava
201411300026,Taliban
201411300038,Boko Haram
201411300039,Muslim extremists
201411300041,Seleka
201411300072,Anarchists
201411300073,Anarchists
201411300074,Anarchists
201411300075,Anarchists
201411300076,Anarchists
201411300077,Anarchists
201411300078,Anarchists
201412010003,Islamic State of Iraq and the Levant (ISIL)
201412010004,Islamic State of Iraq and the Levant (ISIL)
201412010005,Islamic State of Iraq and the Levant (ISIL)
201412010009,Boko Haram
201412010010,Boko Haram
201412010011,Boko Haram
201412010016,Islamic State of Iraq and the Levant (ISIL)
201412010016,Al-Naqshabandiya Army
201412010019,Ansar al-Sharia (Libya)
201412010020,Al-Shabaab
201412010027,Taliban
201412010028,Taliban
201412010046,Taliban
201412010051,Tribesmen
201412010056,Separatists
201412010057,Communist Party of India - Maoist (CPI-Maoist)
201412010060,Boko Haram
201412010061,Baloch Liberation Army (BLA)
201412010063,Al-Shabaab
201412010070,Al-Aqsa Martyrs Brigade
201412010073,Bangsamoro Islamic Freedom Movement (BIFM)
201412020002,New People's Army (NPA)
201412020016,Al-Shabaab
201412020018,Bangsamoro Islamic Freedom Movement (BIFM)
201412020021,Lashkar-e-Islam (Pakistan)
201412020022,Houthi extremists (Ansar Allah)
201412020058,National Democratic Front of Bodoland (NDFB)
201412020061,Allied Democratic Forces (ADF)
201412020062,Sudan People's Liberation Movement - North
201412020063,Sudan People's Liberation Movement - North
201412020071,Fulani extremists
201412020073,Animal Liberation Front (ALF)
201412030002,Military Council of the Tribal Revolutionaries (MCTR)
201412030002,Islamic State of Iraq and the Levant (ISIL)
201412030007,Islamic State of Iraq and the Levant (ISIL)
201412030010,Al-Shabaab
201412030012,Al-Qaida in the Arabian Peninsula (AQAP)
201412030015,Taliban
201412030016,Al-Shabaab
201412030018,Boko Haram
201412030019,Boko Haram
201412030020,Revolutionary Armed Forces of Colombia (FARC)
201412030021,Revolutionary Armed Forces of Colombia (FARC)
201412030030,Al-Shabaab
201412030033,Al-Shabaab
201412030037,Al-Shabaab
201412030041,Islamic State of Iraq and the Levant (ISIL)
201412030061,Palestinian Extremists
201412040002,Islamic State of Iraq and the Levant (ISIL)
201412040003,Islamic State of Iraq and the Levant (ISIL)
201412040004,Islamic State of Iraq and the Levant (ISIL)
201412040005,Islamic State of Iraq and the Levant (ISIL)
201412040007,Islamic State of Iraq and the Levant (ISIL)
201412040008,Islamic State of Iraq and the Levant (ISIL)
201412040009,Islamic State of Iraq and the Levant (ISIL)
201412040010,United Baloch Army (UBA)
201412040011,Khorasan Chapter of the Islamic State
201412040013,Al-Shabaab
201412040016,Garo National Liberation Army
201412040018,Boko Haram
201412040019,Boko Haram
201412040022,Caucasus Emirate
201412040023,Caucasus Emirate
201412040024,Caucasus Emirate
201412040025,Islamic State of Iraq and the Levant (ISIL)
201412040028,Houthi extremists (Ansar Allah)
201412040043,Al-Shabaab
201412040051,Al-Shabaab
201412040056,People's Liberation Front of India
201412040070,Islamic State of Iraq and the Levant (ISIL)
201412040078,Islamic State of Iraq and the Levant (ISIL)
201412050006,Islamic State of Iraq and the Levant (ISIL)
201412050008,Islamic State of Iraq and the Levant (ISIL)
201412050009,Al-Shabaab
201412050010,Al-Shabaab
201412050012,Garo National Liberation Army
201412050014,Bangsamoro Islamic Freedom Movement (BIFM)
201412050015,Jaish-e-Mohammad (JeM)
201412050015,Hizbul Mujahideen (HM)
201412050016,Taliban
201412050021,Separatists
201412050024,Lashkar-e-Taiba (LeT)
201412050027,Boko Haram
201412050028,Sinai Province of the Islamic State
201412050037,Maoists
201412060002,Islamic State of Iraq and the Levant (ISIL)
201412060003,Al-Shabaab
201412060004,Taliban
201412060007,Bangsamoro Islamic Freedom Movement (BIFM)
201412060027,Houthi extremists (Ansar Allah)
201412060033,Taliban
201412060034,Taliban
201412060040,Lashkar-e-Taiba (LeT)
201412060046,Maoists
201412060048,Janjaweed
201412060050,New People's Army (NPA)
201412060053,Students Islamic Movement of India (SIMI)
201412070001,Al-Naqshabandiya Army
201412070001,Islamic State of Iraq and the Levant (ISIL)
201412070012,New People's Army (NPA)
201412070015,Taliban
201412070017,Tehrik-i-Taliban Pakistan (TTP)
201412070026,Allied Democratic Forces (ADF)
201412070027,Al-Shabaab
201412070053,Islamic State of Iraq and the Levant (ISIL)
201412070053,Al-Naqshabandiya Army
201412070058,Janjaweed
201412070061,Taliban
201412070119,Islamic State of Iraq and the Levant (ISIL)
201412080002,Islamic State of Iraq and the Levant (ISIL)
201412080003,Islamic State of Iraq and the Levant (ISIL)
201412080004,Islamic State of Iraq and the Levant (ISIL)
201412080004,Al-Naqshabandiya Army
201412080007,Hezbollah
201412080007,Al-Ashtar Brigades
201412080010,United Baloch Army (UBA)
201412080020,Southern Mobility Movement (Yemen)
201412080021,Southern Mobility Movement (Yemen)
201412080056,Taliban
201412080062,Janjaweed
201412080064,Taliban
201412080065,Taliban
201412080066,Allied Democratic Forces (ADF)
201412080069,Maoists
201412080073,Sudan People's Liberation Movement - North
201412080074,Sudan People's Liberation Movement - North
201412080077,Al-Shabaab
201412080078,Al-Shabaab
201412080079,Al-Qaida in the Arabian Peninsula (AQAP)
201412080080,Al-Qaida in the Arabian Peninsula (AQAP)
201412080081,Al-Qaida in the Arabian Peninsula (AQAP)
201412080082,Al-Qaida in the Arabian Peninsula (AQAP)
201412080083,Al-Qaida in the Arabian Peninsula (AQAP)
201412080084,Al-Qaida in the Arabian Peninsula (AQAP)
201412080112,Muslim extremists
201412090001,Al-Ashtar Brigades
201412090002,Bangsamoro Islamic Freedom Movement (BIFM)
201412090003,Jundallah (Pakistan)
201412090021,Al-Shabaab
201412090046,New People's Army (NPA)
201412090047,New People's Army (NPA)
201412090055,Al-Shabaab
201412100001,Baloch Nationalists
201412100003,Islamic State of Iraq and the Levant (ISIL)
201412100010,Islamic State of Iraq and the Levant (ISIL)
201412100012,Taliban
201412100013,Taliban
201412100017,Islamic State of Iraq and the Levant (ISIL)
201412100017,Al-Naqshabandiya Army
201412100018,Islamic State of Iraq and the Levant (ISIL)
201412100044,Houthi extremists (Ansar Allah)
201412100045,Houthi extremists (Ansar Allah)
201412100049,Taliban
201412100051,Taliban
201412100057,Boko Haram
201412100058,Anarchist Attack Consortium
201412100060,Boko Haram
201412100062,Military Council of the Tribal Revolutionaries (MCTR)
201412100069,Islamic State of Iraq and the Levant (ISIL)
201412100071,Communist Party of India - Maoist (CPI-Maoist)
201412100080,Sudan People's Liberation Movement - North
201412100081,New People's Army (NPA)
201412100085,Mujahidin Indonesia Timur (MIT)
201412110001,Taliban
201412110002,Taliban
201412110005,Islamic State of Iraq and the Levant (ISIL)
201412110006,Islamic State of Iraq and the Levant (ISIL)
201412110007,Islamic State of Iraq and the Levant (ISIL)
201412110008,Islamic State of Iraq and the Levant (ISIL)
201412110009,Al-Naqshabandiya Army
201412110009,Islamic State of Iraq and the Levant (ISIL)
201412110010,Islamic State of Iraq and the Levant (ISIL)
201412110014,Boko Haram
201412110015,Boko Haram
201412110030,Mombasa Republican Council (MRC)
201412110031,Communist Party of India - Maoist (CPI-Maoist)
201412110083,New People's Army (NPA)
201412110084,Muslim extremists
201412120001,Islamic State of Iraq and the Levant (ISIL)
201412120002,Islamic State of Iraq and the Levant (ISIL)
201412120005,Group of Popular Fighters
201412120011,Houthi extremists (Ansar Allah)
201412120014,Al-Shabaab
201412120021,Islamic State of Iraq and the Levant (ISIL)
201412120022,Janjaweed
201412120024,Palestinian Extremists
201412120078,Jund Ansar Allah
201412120084,Free Network South (Freies Netz Sued)
201412130001,Islamic State of Iraq and the Levant (ISIL)
201412130004,Al-Naqshabandiya Army
201412130004,Islamic State of Iraq and the Levant (ISIL)
201412130005,Islamic State of Iraq and the Levant (ISIL)
201412130006,Islamic State of Iraq and the Levant (ISIL)
201412130007,Islamic State of Iraq and the Levant (ISIL)
201412130008,Islamic State of Iraq and the Levant (ISIL)
201412130009,Islamic State of Iraq and the Levant (ISIL)
201412130010,Islamic State of Iraq and the Levant (ISIL)
201412130012,Islamic State of Iraq and the Levant (ISIL)
201412130014,Taliban
201412130015,Taliban
201412130018,United Baloch Army (UBA)
201412130019,Muslim extremists
201412130026,Houthi extremists (Ansar Allah)
201412130050,Maoists
201412130051,Janjaweed
201412130053,Islamic State of Iraq and the Levant (ISIL)
201412130054,Islamic State of Iraq and the Levant (ISIL)
201412130056,Janjaweed
201412130057,Maoists
201412130061,Punjabi Taliban
201412130069,Taliban
201412130077,Islamic State of Iraq and the Levant (ISIL)
201412140006,Revolutionary Armed Forces of Colombia (FARC)
201412140007,Revolutionary Armed Forces of Colombia (FARC)
201412140010,Baloch Republican Army (BRA)
201412140015,Lashkar-e-Taiba (LeT)
201412140015,Tehrik-i-Taliban Pakistan (TTP)
201412140015,Taliban
201412140016,Taliban
201412140017,Islamic State of Iraq and the Levant (ISIL)
201412140018,Islamic State of Iraq and the Levant (ISIL)
201412140019,Al-Shabaab
201412140020,Al-Qaida in the Arabian Peninsula (AQAP)
201412140021,Houthi extremists (Ansar Allah)
201412140022,Islamic State of Iraq and the Levant (ISIL)
201412140033,New People's Army (NPA)
201412140035,New People's Army (NPA)
201412140038,Boko Haram
201412140041,Khorasan Chapter of the Islamic State
201412140042,Taliban
201412150015,Taliban
201412150024,Allied Democratic Forces (ADF)
201412150026,Baloch Republican Army (BRA)
201412150032,Jihadi-inspired extremists
201412150033,Arab Movement of Azawad (MAA)
